hit_type,company_name,country,zip_code,city,federal_state,website,booth,profile_url,exhibitor_id,product_categories,product_category_ids,description,address,pavilion,hashtags,principals_company,agents_company,principals_country,agents_country,sales_office,brochure,photo_url,linkedin_url,facebook_url,profile_title,profile_headings,profile_meta_description,excluded_source_reason
Exhibitor,HWACHEON MACHINE TOOL VIET NAM,VIETNAM,,,,https://hwacheon.vn/,A AH3-1,https://exhibitors.informamarkets-info.com/event/MTV26/en-US/exhibitor/476029/hwacheon-machine-tool-viet-nam,476029,"Boring / Drilling / Tapping Machines,Grinding Machines,Lathes,Metal Cutting Machines - Others,Milling Machines,Machining Centres","123777,123810,123819,123829,123835,123839","Hwacheon has built a strong legacy over 81 years, founded on three core values: Perseverance, Honesty, and Dedication. We continue to strengthen its global competitiveness while advancing its customer-focused service tradition. Committed to transparency and closer customer relationships, Hwacheon actively shares its knowledge, technology, and expertise. Every Hwacheon product embodies a unique “soul,” created through dedication to deliver the highest value to our customers.","187/7 Điện Biên Phủ, Phường Tân Định, TP Hồ Chí Minh, Việt Nam",,,,HAI MINH PHAT TECHNOLOGY COMPANY LIMITED|VIETNAM INDUSTRY SERVICES & SOLUTIONS JSC,,Vietnam|Vietnam,IM Vietnam,,https://eec.informamarkets-info.com/oga/profile/upload/2026/04/16/blob_2026-04-16_20260416173138A562.jpeg,https://www.linkedin.com/in/hwacheon-viet-nam-345927243/,https://www.facebook.com/hmv.hwacheon,HWACHEON MACHINE TOOL VIET NAM,,"MTA Vietnam 2026 exhibitor. Country: VIETNAM. Booth: A AH3-1. Categories: Boring / Drilling / Tapping Machines,Grinding Machines,Lathes,Metal Cutting Machines - Others,Milling Machines,Machining Centres. Hwacheon has built a strong legacy over 81 years, founded on three core values: Perseverance, Honesty, and Dedication. We continue to strengthen its global competitiveness while advancing its customer-focused service tradition. Committed to transparency and closer customer relationships, Hwacheon actively shares its knowledge, technology, and expertise. Every Hwacheon product embodies a unique “soul,” created through dedication to deliver the highest value to our customers. Address: 187/7 Điện Biên Phủ, Phường Tân Định, TP Hồ Chí Minh, Việt Nam. Agents/company reps: HAI MINH PHAT TECHNOLOGY COMPANY LIMITED|VIETNAM INDUSTRY SERVICES & SOLUTIONS JSC. Agent countries: Vietnam|Vietnam.",
Exhibitor,HYOSUNG VINA INDUSTRIAL MACHINERY COMPANY LIMITED,VIETNAM,,,,https://hyosung-motor.com.vn/,A AH4-1,https://exhibitors.informamarkets-info.com/event/MTV26/en-US/exhibitor/481188/hyosung-vina-industrial-machinery-company-limited,481188,Sensors & Actuators,123807,"Hyosung Vina Industrial Machinery Company Limited (HSVIM) is a foreign-invested enterprise in Vietnam, specializing in the manufacturing of electrical equipment such as motors and inverters. With strong export activities to South Korea, Southeast Asia, and other international markets, HSVIM plays a vital role in the global industrial machinery supply chain. Established in July 2022, the company operates from Nhon Trach V Industrial Park, Dong Nai City, a strategic location that supports efficient production and logistics. HSVIM combines advanced technology, engineering expertise, and strict quality standards to deliver reliable products that meet the demands of modern industries. Backed by significant investment capital and guided by experienced leadership, HSVIM is committed to: - Innovation in electrical machinery manufacturing - Sustainability through efficient production practices - Global integration by expanding exports and strengthening partnerships across Asia and beyond With its rapid growth and dedication to excellence, Hyosung Vina Industrial Machinery Company Limited continues to establish itself as a trusted partner for industrial solutions worldwide.","Đường N3, Khu Công Nghiệp Nhơn Trạch V, Phường Nhơn Trạch, Thành Phố Đồng Nai, Việt Nam",,,,CÔNG TY TNHH TM XNK & KT ĐẠI KINH BẮC,,Vietnam,IM Vietnam,,https://eec.informamarkets-info.com/oga/profile/upload/2026/05/11/blob_2026-05-11_20260511114812A743.png,,,HYOSUNG VINA INDUSTRIAL MACHINERY COMPANY LIMITED,,"MTA Vietnam 2026 exhibitor. Country: VIETNAM. Booth: A AH4-1. Categories: Sensors & Actuators. Hyosung Vina Industrial Machinery Company Limited (HSVIM) is a foreign-invested enterprise in Vietnam, specializing in the manufacturing of electrical equipment such as motors and inverters. With strong export activities to South Korea, Southeast Asia, and other international markets, HSVIM plays a vital role in the global industrial machinery supply chain. Established in July 2022, the company operates from Nhon Trach V Industrial Park, Dong Nai City, a strategic location that supports efficient production and logistics. HSVIM combines advanced technology, engineering expertise, and strict quality standards to deliver reliable products that meet the demands of modern industries. Backed by significant investment capital and guided by experienced leadership, HSVIM is committed to: - Innovation in electrical machinery manufacturing - Sustainability through efficient production practices - Global integration by expanding exports and strengthening partnerships across Asia and beyond With its rapid growth and dedication to excellence, Hyosung Vina Industrial Machinery Company Limited continues to establish itself as a trusted partner for industrial solutions worldwide. Address: Đường N3, Khu Công Nghiệp Nhơn Trạch V, Phường Nhơn Trạch, Thành Phố Đồng Nai, Việt Nam. Agents/company reps: CÔNG TY TNHH TM XNK & KT ĐẠI KINH BẮC. Agent countries: Vietnam.",
Exhibitor,"IDEMITSU LUBE VIETNAM CO.,LTD",VIETNAM,,,,https://idemitsu.vn/lube/en/home/,A AE4-7,https://exhibitors.informamarkets-info.com/event/MTV26/en-US/exhibitor/481190/idemitsu-lube-vietnam-co-ltd,481190,Lubricants & Chemicals,123811,"Idemitsu is the leading lubricant manufacturer from Japan, established through over 100 years of experience. As the visionary curator of eco-friendly automotive lubricants, we are committed to finding effective solutions that cater to both our customers and the environment. Idemitsu takes pride in being on the forefront of innovation. Our state-of-the-art laboratories have stringent quality controls in place to ensure that our comprehensive range of premium products surpasses the Original Equipment Manufacturer(OEM) quality requirements for most Japanese car manufacturers. Idemitsu’s powerful yet economical lubricants have been trusted by customers for generations. Groundbreaking advancements like the low viscosity engine oils allow for outstanding fuel economy, while excellent oxidation stability lessens oil change frequency. With continual refinement, it is our goal to achieve the perfect balance between maximum power and energy conservation.","Khu Đất CN5.2E, Khu CN Đình Vũ , P. Đông Hải 2 , Quận Hải An , TP Hải Phòng , Việt Nam",,,,,,,IM Vietnam,https://eec.informamarkets-info.com/oga/profile/upload/2026/04/21/20221202_EnglishVersion_IndustrialCatalogue_2026-04-21_20260421160511A164.pdf,https://eec.informamarkets-info.com/oga/profile/upload/2026/04/21/blob_2026-04-21_20260421154939A143.png,,https://www.facebook.com/p/Idemitsu-Lube-Vietnam-61568700851201/,"IDEMITSU LUBE VIETNAM CO.,LTD",,"MTA Vietnam 2026 exhibitor. Country: VIETNAM. Booth: A AE4-7. Categories: Lubricants & Chemicals. Idemitsu is the leading lubricant manufacturer from Japan, established through over 100 years of experience. As the visionary curator of eco-friendly automotive lubricants, we are committed to finding effective solutions that cater to both our customers and the environment. Idemitsu takes pride in being on the forefront of innovation. Our state-of-the-art laboratories have stringent quality controls in place to ensure that our comprehensive range of premium products surpasses the Original Equipment Manufacturer(OEM) quality requirements for most Japanese car manufacturers. Idemitsu’s powerful yet economical lubricants have been trusted by customers for generations. Groundbreaking advancements like the low viscosity engine oils allow for outstanding fuel economy, while excellent oxidation stability lessens oil change frequency. With continual refinement, it is our goal to achieve the perfect balance between maximum power and energy conservation. Address: Khu Đất CN5.2E, Khu CN Đình Vũ , P. Đông Hải 2 , Quận Hải An , TP Hải Phòng , Việt Nam.",
Exhibitor,IKO Products Supporting Technology Development,JAPAN,,,,https://www.ikont.co.jp/eg/,NA AC2-5,https://exhibitors.informamarkets-info.com/event/MTV26/en-US/exhibitor/477186/iko-products-supporting-technology-development,477186,"Precision Mechanical Parts,Electronics & Industrial Components,Industrial Supporting Components","131447,131449,131450","IKO Products Supporting Technology Development IKO (Nippon Thompson) developed Needle Roller Bearings first time in Japan using its own technology, and used that advanced technology as a foundation for entering into the field of linear motion rolling guides (Linear Way Series and Mechatronics Series). Currently, we are supporting the development of technology with the first-of-its-kind C-Lube Maintenance Free Series and a rich array of other creative products that respond to diversifying customer needs.","19-19 Takanawa 2-chome Minato-ku, Tokyo 108-8586,",,,,"Kian Ho (VIETNAM) Co., LTD.|THANG LONG SERVICE TRADING JOINT STOCK COMPANY|Nichiden Vietnam Co.,Ltd.|CHONG RO VIETNAM CO., LTD",,Vietnam|Vietnam|Vietnam|Vietnam,IM IEM,https://eec.informamarkets-info.com/oga/profile/upload/2026/06/12/bus01_001_2026-06-12_20260612071723A324.jpg,https://eec.informamarkets-info.com/oga/profile/upload/2026/06/12/blob_2026-06-12_20260612071632A322.jpeg,,,IKO Products Supporting Technology Development,,"MTA Vietnam 2026 exhibitor. Country: JAPAN. Booth: NA AC2-5. Categories: Precision Mechanical Parts,Electronics & Industrial Components,Industrial Supporting Components. IKO Products Supporting Technology Development IKO (Nippon Thompson) developed Needle Roller Bearings first time in Japan using its own technology, and used that advanced technology as a foundation for entering into the field of linear motion rolling guides (Linear Way Series and Mechatronics Series). Currently, we are supporting the development of technology with the first-of-its-kind C-Lube Maintenance Free Series and a rich array of other creative products that respond to diversifying customer needs. Address: 19-19 Takanawa 2-chome Minato-ku, Tokyo 108-8586,. Agents/company reps: Kian Ho (VIETNAM) Co., LTD.|THANG LONG SERVICE TRADING JOINT STOCK COMPANY|Nichiden Vietnam Co.,Ltd.|CHONG RO VIETNAM CO., LTD. Agent countries: Vietnam|Vietnam|Vietnam|Vietnam.",
Exhibitor,IMT VIETNAM,ITALY,,,,https://rosa.it/en/company/,IMT Hall A Stand AA3-1,https://exhibitors.informamarkets-info.com/event/MTV26/en-US/exhibitor/482359/imt-vietnam,482359,Grinding Machines,123810,ROSA ERMANDO S.p.A. has been designing and manufacturing horizontal spindle surface & profile grinding machines since 1964 and has developed over the decades innovative machines regarded by the international manufacturing community as true and influential milestones in surface grinding.,,IMT,,IMT VIETNAM,,Vietnam,,IM ISOL,https://eec.informamarkets-info.com/oga/profile/upload/2026/05/27/ROSACompanyProfile-EN_2026-05-27_20260527164635A375.pdf,https://eec.informamarkets-info.com/oga/profile/upload/2026/05/27/blob_2026-05-27_20260527164608A374.png,https://www.linkedin.com/company/rosa-grindtech,,IMT VIETNAM,,MTA Vietnam 2026 exhibitor. Country: ITALY. Booth: IMT Hall A Stand AA3-1. Categories: Grinding Machines. ROSA ERMANDO S.p.A. has been designing and manufacturing horizontal spindle surface & profile grinding machines since 1964 and has developed over the decades innovative machines regarded by the international manufacturing community as true and influential milestones in surface grinding. Pavilion: IMT.,
Exhibitor,IMT VIETNAM,ITALY,,,,https://en.machinetools.camozzi.com/,IMT Hall A Stand AA3-1,https://exhibitors.informamarkets-info.com/event/MTV26/en-US/exhibitor/482360/imt-vietnam,482360,"Boring / Drilling / Tapping Machines,Metal Cutting Machines - Others,Milling Machines,Machining Centres","123777,123829,123835,123839","Innse-Berardi, part of Camozzi Group, is based in Brescia. Specializing in the engineering, production, and commissioning of high-tech and best-performing machine tools, it serves as a benchmark for the heavy mechanical industries, such as Energy (Oil & Gas, nuclear, wind), Transportation (railway, marine, automotive), and Aerospace. Innse-Berardi offers a comprehensive range of products suitable for various application sectors. The Atlas series includes vertical multitasking machining centers, whereas the Aries series comprises advanced horizontal boring and milling machines, both equipped with either hydrostatic or mechanical technologies. Additionally, the PowerMax® family specializes in high-speed milling and trimming of large, complex-geometry parts in aluminum, titanium, and hard metals. This extensive product line establishes Innse-Berardi as a strategic and reliable technological partner, providing turnkey solutions based on deep experience in processing complex components. In response to the requirements of Industry 4.0, Innse-Berardi's machines are engineered to enable the integration of production lines into a connected digital system. IBNET and IBRM are the digital platforms developed by Innse-Berardi in collaboration with Camozzi Digital to enhance production management, monitoring operating conditions and include predictive maintenance.",,IMT,,INNSE BERARDI S.p.A,,Italy,,IM ISOL,https://eec.informamarkets-info.com/oga/profile/upload/2026/04/16/INNSE-BERARDICOMPANYPROFILE_2026-04-16_20260416195434A636.pdf,https://eec.informamarkets-info.com/oga/profile/upload/2026/04/17/blob_2026-04-17_20260417205752A534.png,https://www.linkedin.com/company/innse-berardi/,,IMT VIETNAM,,"MTA Vietnam 2026 exhibitor. Country: ITALY. Booth: IMT Hall A Stand AA3-1. Categories: Boring / Drilling / Tapping Machines,Metal Cutting Machines - Others,Milling Machines,Machining Centres. Innse-Berardi, part of Camozzi Group, is based in Brescia. Specializing in the engineering, production, and commissioning of high-tech and best-performing machine tools, it serves as a benchmark for the heavy mechanical industries, such as Energy (Oil & Gas, nuclear, wind), Transportation (railway, marine, automotive), and Aerospace. Innse-Berardi offers a comprehensive range of products suitable for various application sectors. The Atlas series includes vertical multitasking machining centers, whereas the Aries series comprises advanced horizontal boring and milling machines, both equipped with either hydrostatic or mechanical technologies. Additionally, the PowerMax® family specializes in high-speed milling and trimming of large, complex-geometry parts in aluminum, titanium, and hard metals. This extensive product line establishes Innse-Berardi as a strategic and reliable technological partner, providing turnkey solutions based on deep experience in processing complex components. In response to the requirements of Industry 4.0, Innse-Berardi's machines are engineered to enable the integration of production lines into a connected digital system. IBNET and IBRM are the digital platforms developed by Innse-Berardi in collaboration with Camozzi Digital to enhance production management, monitoring operating conditions and include predictive maintenance. Pavilion: IMT.",
Exhibitor,IMT Vietnam,ITALY,,,,https://www.buffoli.com,IMT Hall A Stand AA3-1,https://exhibitors.informamarkets-info.com/event/MTV26/en-US/exhibitor/482361/imt-vietnam,482361,Metal Cutting Machines - Others,123829,"Italian manufacturer of rotary transfer machines for high volumes, mass production and high flexibility. The efficient alternative solution to lathes and MC lines with OEE exceeding 95% on brass or aluminum, 90% on steel and 85% on stainless steel. Presence all around Asia with a network of subsidiaries and agencies, supporting the installations and after-sales service.",,IMT,,IMT VIETNAM,,Vietnam,,IM ISOL,,https://eec.informamarkets-info.com/oga/profile/upload/2026/04/15/blob_2026-04-15_20260415155414A271.jpeg,https://www.linkedin.com/company/buffoli-industries/?lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_all%3BDfv1MScKSmShETcbMfBBcA%3D%3D,,IMT Vietnam,,"MTA Vietnam 2026 exhibitor. Country: ITALY. Booth: IMT Hall A Stand AA3-1. Categories: Metal Cutting Machines - Others. Italian manufacturer of rotary transfer machines for high volumes, mass production and high flexibility. The efficient alternative solution to lathes and MC lines with OEE exceeding 95% on brass or aluminum, 90% on steel and 85% on stainless steel. Presence all around Asia with a network of subsidiaries and agencies, supporting the installations and after-sales service. Pavilion: IMT.",
Exhibitor,IMT Vietnam,ITALY,,,,https://www.ghiringhelli.it/en,IMT Hall A Stand AA3-1,https://exhibitors.informamarkets-info.com/event/MTV26/en-US/exhibitor/482362/imt-vietnam,482362,Grinding Machines,123810,"Rettificatrici Ghiringhelli SpA established in 1921 are based in the North of Italy on Lake Maggiore. For more than 80 years RETTIFICATRICI GHIRINGHELLI S.p.A. have developed a range of high-tech centreless grinding machines which find applications in various fields of manufacturing i.e. automotive, bearings, electric motors, aerospace, household appliances, hydraulics, tools, medical, textile. Ghiringhelli centreless grinding machines are CNC controlled and are capable of being utilized as standalone units or linked into automatic lines. They are equipped with specific tooling according to customers’ requirements and are suitable for plunge grinding multi diameter components or through feed grinding of plain cylindrical components. For years committed to act according to the ESG Environmental Social and Governance principles of sustainability, Rettificatrici Ghiringhelli has adopted several solutions to improve the production efficiency of its centreless grinding machines and optimize the use of raw materials and resources with particular attention to the Circular Economy too.",,IMT,,IMT VIETNAM,,Vietnam,,IM ISOL,https://eec.informamarkets-info.com/oga/profile/upload/2026/04/28/GHIRINGHELLICOMPANYPROFILE-EN_2026-04-28_20260428191227A239.pdf,https://eec.informamarkets-info.com/oga/profile/upload/2026/04/18/blob_2026-04-18_20260418000432A556.jpeg,,,IMT Vietnam,,"MTA Vietnam 2026 exhibitor. Country: ITALY. Booth: IMT Hall A Stand AA3-1. Categories: Grinding Machines. Rettificatrici Ghiringhelli SpA established in 1921 are based in the North of Italy on Lake Maggiore. For more than 80 years RETTIFICATRICI GHIRINGHELLI S.p.A. have developed a range of high-tech centreless grinding machines which find applications in various fields of manufacturing i.e. automotive, bearings, electric motors, aerospace, household appliances, hydraulics, tools, medical, textile. Ghiringhelli centreless grinding machines are CNC controlled and are capable of being utilized as standalone units or linked into automatic lines. They are equipped with specific tooling according to customers’ requirements and are suitable for plunge grinding multi diameter components or through feed grinding of plain cylindrical components. For years committed to act according to the ESG Environmental Social and Governance principles of sustainability, Rettificatrici Ghiringhelli has adopted several solutions to improve the production efficiency of its centreless grinding machines and optimize the use of raw materials and resources with particular attention to the Circular Economy too. Pavilion: IMT.",
Exhibitor,INDEX Group,GERMANY,,,,https://www.index-group.com/en/,German Pavilion Hall A Stand AB 3-10,https://exhibitors.informamarkets-info.com/event/MTV26/en-US/exhibitor/484673/index-group,484673,"Lathes,Machining Centres","123819,123839","INDEX - better.parts.faster. With its INDEX and TRAUB brands, the INDEX Group is today one of the world’s leading manufacturers of CNC turning machines. The Company Group in Esslingen has 80 sites worldwide with 6 production sites and 12 international sales and service companies as well as an extensive retailer network. Progress has a long tradition INDEX-Werke were set up in 1914 by Hermann Hahn who began that year with the production of automatic turret turning machines. He was a Swabian entrepreneur through and through who laid the foundation for an impressive development with creative ideas and an aspiration for quality. Within four decades, more than 20,000 turning machines had been sold and these formed the basis for the excellent reputation of INDEX around the world. In 1975, INDEX began with the production of multi-spindle turning machines. A few years later, the company entered the market for CNC technology. And INDEX soon assumed a pioneering role here. After the death of Eugen Hahn, the son of the company’s founder, 85% of the company shares were put into a foundation. In 1992, INDEX presented a new generation of turn-mill centers based on a modular component system. In 1997, TRAUB Drehmaschinen GmbH & Co. KG from neighboring Reichenbach/Fils was taken over and integrated into the INDEX Group. The company pursues a two-brand strategy to this very day.","Plochinger Straße 92, Esslingen",German Pavilion,,,,,,IM ISOA,https://eec.informamarkets-info.com/oga/profile/upload/2026/05/05/INDEX_TRAUB_Products_Services_EN_WEB_2026-05-05_20260505174419A912.pdf,https://eec.informamarkets-info.com/oga/profile/upload/2026/05/05/blob_2026-05-05_20260505173905A904.png,http://linkedin.com/company/indextraub,https://www.facebook.com/indexwerke/,INDEX Group,,"MTA Vietnam 2026 exhibitor. Country: GERMANY. Booth: German Pavilion Hall A Stand AB 3-10. Categories: Lathes,Machining Centres. INDEX - better.parts.faster. With its INDEX and TRAUB brands, the INDEX Group is today one of the world’s leading manufacturers of CNC turning machines. The Company Group in Esslingen has 80 sites worldwide with 6 production sites and 12 international sales and service companies as well as an extensive retailer network. Progress has a long tradition INDEX-Werke were set up in 1914 by Hermann Hahn who began that year with the production of automatic turret turning machines. He was a Swabian entrepreneur through and through who laid the foundation for an impressive development with creative ideas and an aspiration for quality. Within four decades, more than 20,000 turning machines had been sold and these formed the basis for the excellent reputation of INDEX around the world. In 1975, INDEX began with the production of multi-spindle turning machines. A few years later, the company entered the market for CNC technology. And INDEX soon assumed a pioneering role here. After the death of Eugen Hahn, the son of the company’s founder, 85% of the company shares were put into a foundation. In 1992, INDEX presented a new generation of turn-mill centers based on a modular component system. In 1997, TRAUB Drehmaschinen GmbH & Co. KG from neighboring Reichenbach/Fils was taken over and integrated into the INDEX Group. The company pursues a two-brand strategy to this very day. Address: Plochinger Straße 92, Esslingen. Pavilion: German Pavilion.",
Exhibitor,"ISHAN PRECISION INDUSTRY CO., LTD.",TAIWAN,,,,https://www.ishan.com.tw,TMBA Taiwan Group Hall A Stand AF3-10,https://exhibitors.informamarkets-info.com/event/MTV26/en-US/exhibitor/484604/ishan-precision-industry-co-ltd,484604,"Power Transmission – Hydraulic equipment and systems,Power Transmission – Pneumatics equipment and systems,Power Transmission – Pumps & Valves","123836,123840,123849","ISHAN's core value is Honesty, Efficiency, and Innovation. Our quality policy is to achieve Quality First, pursue Advanced Technology, and meet Customer Satisfaction. Ishan Precision Industrial Co., Ltd was established in Taichung, Taiwan in 1992, has been continuously researching and developing centralized lubrication systems, become the leading manufacturer in Taiwan. Ishan Precision provides lubrication system is widely applied on industrial machinery like, CNC machine center, lathes, grinding machine, plastic injection machine, forging machine, woodworking machine, and so on. Ishan Precision also can provide customers with the reliable lubrication system specifically tailored for their production purposes. Ishan Precision's quality assurance program is approved by ISO-9001 standards, and electrical lubricator lines are certified with CE Safety Certification via TÜV. Currently, Ishan supplies global market demands through its production facilities in Taichung, Taiwan. Just as Taiwan's machinery is established throughout the global markets, Ishan expects that we will become a partner of the supplier chain for global customers, and contribute to mutual success, as well as constructs global sales network of ISHAN products with potential distributors. We look forward to building business relationship with you with our best pleasure, and please contact us!","No. 5, Aly. 28, Ln. 256, Zhonghe Vil., Taisi S. Rd., Longjing Dist., Taichung City 434715, Taiwan",TMBA Taiwan Group,,,DUONG ANH LUBRICATION EQUIPMENT COMPANY LIMITED.,,Vietnam,IM IEM,https://eec.informamarkets-info.com/oga/profile/upload/2026/04/29/SMUS_202303_05_2026-04-29_20260429154457A541.jpg,https://eec.informamarkets-info.com/oga/profile/upload/2026/04/28/blob_2026-04-28_20260428162641A971.jpeg,,,"ISHAN PRECISION INDUSTRY CO., LTD.",,"MTA Vietnam 2026 exhibitor. Country: TAIWAN. Booth: TMBA Taiwan Group Hall A Stand AF3-10. Categories: Power Transmission – Hydraulic equipment and systems,Power Transmission – Pneumatics equipment and systems,Power Transmission – Pumps & Valves. ISHAN's core value is Honesty, Efficiency, and Innovation. Our quality policy is to achieve Quality First, pursue Advanced Technology, and meet Customer Satisfaction. Ishan Precision Industrial Co., Ltd was established in Taichung, Taiwan in 1992, has been continuously researching and developing centralized lubrication systems, become the leading manufacturer in Taiwan. Ishan Precision provides lubrication system is widely applied on industrial machinery like, CNC machine center, lathes, grinding machine, plastic injection machine, forging machine, woodworking machine, and so on. Ishan Precision also can provide customers with the reliable lubrication system specifically tailored for their production purposes. Ishan Precision's quality assurance program is approved by ISO-9001 standards, and electrical lubricator lines are certified with CE Safety Certification via TÜV. Currently, Ishan supplies global market demands through its production facilities in Taichung, Taiwan. Just as Taiwan's machinery is established throughout the global markets, Ishan expects that we will become a partner of the supplier chain for global customers, and contribute to mutual success, as well as constructs global sales network of ISHAN products with potential distributors. We look forward to building business relationship with you with our best pleasure, and please contact us! Address: No. 5, Aly. 28, Ln. 256, Zhonghe Vil., Taisi S. Rd., Longjing Dist., Taichung City 434715, Taiwan. Pavilion: TMBA Taiwan Group. Agents/company reps: DUONG ANH LUBRICATION EQUIPMENT COMPANY LIMITED.. Agent countries: Vietnam.",
Exhibitor,ITALIAN MANUFACTURING TECHNOLOGIES (IMT) Việt Nam,VIETNAM,,,,https://imtvietnam.com.vn,IMT Hall A Stand AA3-1,https://exhibitors.informamarkets-info.com/event/MTV26/en-US/exhibitor/482032/italian-manufacturing-technologies-%28imt%29-vi%E1%BB%87t-nam,482032,"Boring / Drilling / Tapping Machines,Cleaning Devices & Clean Air Systems,Jigs & Fixtures,Grinding Machines,System Intergration,Lathes,Manufacturing Automation, Machinery, Equipment, Materials & Accessories,Metal Cutting Machines - Others,Milling Machines,Machining Centres,Sawing Machines,Workholding Device","123777,123789,123792,123810,123817,123819,123820,123829,123835,123839,123846,123857","ITALIAN MANUFACTURING TECHNOLOGIES (IMT) Vietnam is a network agreement among a group of Italian companies, manufacturers of machine tools willing to share their objectives and strategies, strengthening their presence in the Vietnamese market and in ASEAN region, through an office with a local team dedicated to promotional activities. IMT Vietnam allows member companies to have stable presence in the market, providing to the Vietnamese industry the opportunity to interact directly with member companies through their local office. Vietnamese companies can consider IMT as their first point of reference in Vietnam and get immediate answer/feedback to their queries from the respective Italian companies. The main objectives of IMT are promoting the brands of IMT companies and the IMT trademark; supporting the setting up of a constant market presence; carrying out promotional initiatives aimed at increasing the visibility of IMT companies, like the participation at the most important trade exhibitions in Vietnam, the organization of seminars and workshops, B2B meetings. President of IMT Vietnam is Mrs. Barbara Colombo (Managing Director of FICEP) who has assigned to GWA Asia (www.gwa-asia.com) the management of IMT activities and administration. This innovative project is promoted by UCIMUSISTEMI PER PRODURRE (the Italian machine tools, robots and automation manufacturers’ Association – www.ucimu.it).",,IMT,,Italian Manufacturing Technologies (IMT) Vietnam,,Vietnam,,IM ISOL,https://eec.informamarkets-info.com/oga/profile/upload/2026/04/15/IMTVietnamBrochure_ENG_2026-04-15_20260415163752A393.pdf,https://eec.informamarkets-info.com/oga/profile/upload/2026/04/15/blob_2026-04-15_20260415163723A386.jpeg,https://www.linkedin.com/company/imt-vietnam,https://www.facebook.com/imtvietnam.com.vn/,ITALIAN MANUFACTURING TECHNOLOGIES (IMT) Việt Nam,,"MTA Vietnam 2026 exhibitor. Country: VIETNAM. Booth: IMT Hall A Stand AA3-1. Categories: Boring / Drilling / Tapping Machines,Cleaning Devices & Clean Air Systems,Jigs & Fixtures,Grinding Machines,System Intergration,Lathes,Manufacturing Automation, Machinery, Equipment, Materials & Accessories,Metal Cutting Machines - Others,Milling Machines,Machining Centres,Sawing Machines,Workholding Device. ITALIAN MANUFACTURING TECHNOLOGIES (IMT) Vietnam is a network agreement among a group of Italian companies, manufacturers of machine tools willing to share their objectives and strategies, strengthening their presence in the Vietnamese market and in ASEAN region, through an office with a local team dedicated to promotional activities. IMT Vietnam allows member companies to have stable presence in the market, providing to the Vietnamese industry the opportunity to interact directly with member companies through their local office. Vietnamese companies can consider IMT as their first point of reference in Vietnam and get immediate answer/feedback to their queries from the respective Italian companies. The main objectives of IMT are promoting the brands of IMT companies and the IMT trademark; supporting the setting up of a constant market presence; carrying out promotional initiatives aimed at increasing the visibility of IMT companies, like the participation at the most important trade exhibitions in Vietnam, the organization of seminars and workshops, B2B meetings. President of IMT Vietnam is Mrs. Barbara Colombo (Managing Director of FICEP) who has assigned to GWA Asia (www.gwa-asia.com) the management of IMT activities and administration. This innovative project is promoted by UCIMUSISTEMI PER PRODURRE (the Italian machine tools, robots and automation manufacturers’ Association – www.ucimu.it). Pavilion: IMT.",
