hit_type,company_name,country,zip_code,city,federal_state,website,booth,profile_url,email,phone,category
Exhibitor,"Changchun Jinggong Optical Materials Co., Ltd",China,130000,Changchun,,https://www.sinoopt.com,Hall 3.0 - Stand 715,https://www.optatec-messe.de/en/Exhibitor-Index/99218-changchun-jinggong-optical-materials-co---ltd,13911528364@163.com,+86 13911528364,Optical components
Exhibitor,Changchun Shengxi Optoelectronics Technology,China,130102,"Changchun, Jilin Province",,https://ccsx-optics.cn/,Hall 3.0 - Stand 518,https://www.optatec-messe.de/en/Exhibitor-Index/99948-changchun-shengxi-optoelectronics-technology,salesengineer4@sx-optics.cn,0086 16689726616,Optical components
Exhibitor,"Changchun Yidexun Optoelectronics Co., Ltd.",China,130000,Changchun,,https://www.ydxoptics.com,Hall 3.0 - Stand 132,https://www.optatec-messe.de/en/Exhibitor-Index/100198-changchun-yidexun-optoelectronics-co---ltd,takukenn@ydxoptics.com,13944061462,"Changchun Yidexun Optoelectronics Co., Ltd."
Exhibitor,"Changsha AFiSy Technologies Co., Ltd.",China,410005,CHANGSHA,,https://www.afisy.net,Hall 3.0 - Stand 203,https://www.optatec-messe.de/en/Exhibitor-Index/100258-changsha-afisy-technologies-co---ltd,zhou@mail.afisy.com,+86 1897 4994399,"Changsha AFiSy Technologies Co., Ltd."
Exhibitor,Chengdu JUKA Optical Components Manufacture,China,611830,Chengdu,,https://www.oplens.com,Hall 3.0 - Stand 415,https://www.optatec-messe.de/en/Exhibitor-Index/98506-chengdu-juka-optical-components-manufacture,marketing@oplens.com,+86 19115968827,Optical components
Exhibitor,China & South Optical Crystal Company,China,212142,Zhenjiang,,https://,Hall 3.0 - Stand 307-6,https://www.optatec-messe.de/en/Exhibitor-Index/99024-china-%2526-south-optical-crystal-company,sales@sapphires.com.cn,+86 13805284305,Optical components
Exhibitor,"China Germanium Co.,Ltd.",China,211200,"NANJING,Jiangsu",,https://www.cnge.com.cn,Hall 3.0 - Stand 518,https://www.optatec-messe.de/en/Exhibitor-Index/99430-china-germanium-co--ltd,cnge.sys@cnge.com.cn,0086 25 56209572,Optical components
Exhibitor,"China Star Optics Technology Co.,Ltd.",China,130000,Changchun,,https://www.csopt.com,Hall 3.0 - Stand 510,https://www.optatec-messe.de/en/Exhibitor-Index/88102-china-star-optics-technology-co--ltd,export@csopt.com,+86-431-81905988,"China Star Optics Technology Co.,Ltd."
Exhibitor,"Chongqing Shicheng Zhiguang Optics Co.,Ltd.",China,402460,Chongqing,,https://,Hall 3.0 - Stand 614,https://www.optatec-messe.de/en/Exhibitor-Index/97476-chongqing-shicheng-zhiguang-optics-co--ltd,15111908361@163.com,+86 15111908361,Optical components
Exhibitor,"CLZ Optical Co., Ltd.",China,130013,Changchun,,https://www.clzoptics.com,Hall 3.0 - Stand 206,https://www.optatec-messe.de/en/Exhibitor-Index/87898-clz-optical-co---ltd,royan.ly@clzoptics.com,+86 18186880270,"CLZ Optical Co., Ltd."
Exhibitor,"ColorLink Japan, Ltd",Japan,9430882,Joetsu,,https://www.colorlink.co.jp/,Hall 3.0 - Stand 130,https://www.optatec-messe.de/en/Exhibitor-Index/99070-colorlink-japan--ltd,t-komatsu@colorlink.co.jp,+81 25 524 1243,Optical components
Exhibitor,Corning GmbH,Deutschland,65189,Wiesbaden,,,Hall 3.0 - Stand 215,,,,
Exhibitor,"CPG Optics, Inc.",USA,95054,Santa Clara,,https://www.cpgoptics.com,Hall 3.0 - Stand 309,https://www.optatec-messe.de/en/Exhibitor-Index/98954-cpg-optics--inc,bcui@cpgoptics.com,+1 408 981 3861,"CPG Optics, Inc."
Exhibitor,"CRYLIGHT Photonics,Inc.",China,350108,Fuzhou Fujian,,https://www.crylight.com,Hall 3.0 - Stand 112,https://www.optatec-messe.de/en/Exhibitor-Index/82998-crylight-photonics-inc,sales@crylight.com,+86 591 83772101,"Laser components, Optical components"
Exhibitor,Cryslaser Inc.,China,611731,Chengdu,,https://www.cryslaser.com,Hall 3.0 - Stand 122,https://www.optatec-messe.de/en/Exhibitor-Index/81312-cryslaser-inc,sales@cryslaser.com,+86 28 60232186,"Laser components, Optical components"
Exhibitor,CTL Photonics Inc.,China,350108,Fuzhou,,https://www.ctlphotonics.net,Hall 3.0 - Stand 132,https://www.optatec-messe.de/en/Exhibitor-Index/100112-ctl-photonics-inc,1360354615@qq.com,+86 15364920838,CTL Photonics Inc.
Exhibitor,Curvature LLC,Netherlands,1060 LG,Amsterdam,,https://www.curvature.com/,Hall 3.0 - Stand 204,https://www.optatec-messe.de/en/Exhibitor-Index/97522-curvature-llc,curvature_connect@parkplacetech.com,+31 (20) 241 0699,"Fibre optics / light guides, Optical components"
Exhibitor,dama technologies ag,Switzerland,9308,Lömmenschwil,,https://www.dama.ch,Hall 3.0 - Stand 411,https://www.optatec-messe.de/en/Exhibitor-Index/47444-dama-technologies-ag,info@dama.ch,+41 71 9883420,Manufacturing systems
Exhibitor,Danyang Danyao Optics Co. Ltd.,China,212325,"Danyang City, Jiangsu Province",,https://www.ddoptics.com,Hall 3.0 - Stand 608,https://www.optatec-messe.de/en/Exhibitor-Index/84202-danyang-danyao-optics-co--ltd,ddowenlan.yu@ddoptics.com,+86 511 86693695,Danyang Danyao Optics Co. Ltd.
Exhibitor,DEC INC,China,215211,SUZHOU,,https://www.decinc.biz,Hall 3.0 - Stand 418,https://www.optatec-messe.de/en/Exhibitor-Index/100268-dec-inc,jerry.li@decinc.biz,+86 512-82876556-8026,DEC INC
Exhibitor,DIATEC,Deutschland,75177,Pforzheim,,,Hall 3.0 - Stand 104,,,,
Exhibitor,"Dingming Optical Technology Co., Ltd.",China,518000,"Shenzhen,Guangdong",,https://,Hall 3.0 - Stand 124,https://www.optatec-messe.de/en/Exhibitor-Index/96822-dingming-optical-technology-co---ltd,zhaochong@ciec.com.cn,+86 379 62110001,"Dingming Optical Technology Co., Ltd."
Exhibitor,"Dingming Optical Technology Co., Ltd.",China,518000,"Shenzhen,Guangdong",,https://,Hall 3.0 - Stand 124,https://www.optatec-messe.de/en/Exhibitor-Index/96822-dingming-optical-technology-co---ltd,zhaochong@ciec.com.cn,+86 379 62110001,"Dingming Optical Technology Co., Ltd."
Exhibitor,DIOPTIC GmbH,Germany,69469,Weinheim,,https://www.dioptic.de,Hall 3.0 - Stand 503,https://www.optatec-messe.de/en/Exhibitor-Index/99332-dioptic-gmbh,info@dioptic.de,+49 6201 96090-00,"Fibre optics / light guides, Optical components, Optomechanics / optoelectronics"
Exhibitor,DMG MORI Ultrasonic Lasertec,Germany,55758,Stipshausen,,https://www.dmgmori.com,Hall 3.0 - Stand 406,https://www.optatec-messe.de/en/Exhibitor-Index/99486-dmg-mori-ultrasonic-lasertec,info@dmgmori.com,+49 6544 99 19 9 0,Manufacturing systems
Exhibitor,"Dongguan Senyong Precision Abrasive Co.,Ltd",China,518000,Shenzhen，Guangdong,,https://www.dgsenyong.com,Hall 3.0 - Stand 202,https://www.optatec-messe.de/en/Exhibitor-Index/99558-dongguan-senyong-precision-abrasive-co--ltd,coop@leaders-expo.com,+86 755 83869400,"Dongguan Senyong Precision Abrasive Co.,Ltd"
Exhibitor,Dopa GmbH,Germany,13057,Berlin,,https://www.dopa-diatools.com,Hall 3.0 - Stand 302-1,https://www.optatec-messe.de/en/Exhibitor-Index/45352-dopa-gmbh,info@dopa-diatools.com,+49 30 585842800,"Laser components, Manufacturing systems, Optical components"
Exhibitor,Duma Optronics Ltd,Israel,3675018,Nesher,,https://www.dumaoptronics.com,Hall 3.0 - Stand 702,https://www.optatec-messe.de/en/Exhibitor-Index/84510-duma-optronics-ltd,sales@duma.co.il,+972 4 8200577,"Optical components, Optomechanics / optoelectronics"
Exhibitor,DXS OPTICS LTD.,China,518110,Shenzhen,,https://www.dxs-gx.com/en,Hall 3.0 - Stand 205,https://www.optatec-messe.de/en/Exhibitor-Index/88420-dxs-optics-ltd,1324557576@qq.com,+86 755 26775558,DXS OPTICS LTD.
Exhibitor,Ecoclean GmbH,Germany,70794,Filderstadt,,https://www.ecoclean-group.net,Hall 3.0 - Stand 403,https://www.optatec-messe.de/en/Exhibitor-Index/44126-ecoclean-gmbh,info.filderstadt@ecoclean-group.net,+49 711 70060,Manufacturing systems
Exhibitor,ECOPTIK(CHINA) LTD,China,130103,Changchun,,https://www.ecoptik.net/,Hall 3.0 - Stand 611,https://www.optatec-messe.de/en/Exhibitor-Index/99498-ecoptik%2528china%2529-ltd,info@ecoptik.net,+86 431 89180668,ECOPTIK(CHINA) LTD
Exhibitor,EKSMA Optics,Lithuania,LT-10233,Vilnius,,https://www.eksmaoptics.com,Hall 3.0 - Stand 307-3,https://www.optatec-messe.de/en/Exhibitor-Index/80838-eksma-optics,info@eksmaoptics.com,+370 5272 9900,"Laser components, Optical components"
Exhibitor,Europa Science,United Kingdom,CB4 0WS,Cambridge,,https://www.europascience.com/,Hall 3.0 - Stand 210-1,https://www.optatec-messe.de/en/Exhibitor-Index/98614-europa-science,rachel.marston@europascience.com,+44 1223 221030,Europa Science
Exhibitor,Evatec Europe GmbH,Germany,85609,Aschheim,,https://www.evatecnet.com,Hall 3.0 - Stand 515,https://www.optatec-messe.de/en/Exhibitor-Index/66926-evatec-europe-gmbh,info@evatecnet.com,+49 89 7550 5100,Evatec Europe GmbH
Exhibitor,Everix Optical Filters,USA,32765,"Oviedo, FL",,https://www.everixopticalfilters.com,Hall 3.0 - Stand 220,https://www.optatec-messe.de/en/Exhibitor-Index/99132-everix-optical-filters,marcom@everix.co,+14076372987,Everix Optical Filters
Exhibitor,EVOCHEM Advanced Materials GmbH,Germany,63073,Offenbach am Main,,https://www.evo-chem.de,Hall 3.0 - Stand 504,https://www.optatec-messe.de/en/Exhibitor-Index/58206-evochem-advanced-materials-gmbh,info@evo-chem.de,+49 69 9864604-0,"Manufacturing systems, Optical components"
Exhibitor,Exosens,France,33700,Mérignac,,https://www.exosens.com,Hall 3.0 - Stand 302,https://www.optatec-messe.de/en/Exhibitor-Index/97948-exosens,info@exosens.com,+33 5 56 16 40 50,"Optical components, Optomechanics / optoelectronics"
Exhibitor,Fachpresse,Germany,72636,Frickenhausen,,https://www.schall-messen.de,Hall 3.0 - Stand 716,https://www.optatec-messe.de/en/Exhibitor-Index/98998-fachpresse,info@schall-messen.de,+49 7025 9206-0,Fachpresse
Exhibitor,FAKT KOMMUNIKATION,Deutschland,07751,Jena,,,Hall 3.0 - Stand 305,,,,
Exhibitor,Ferroperm Optics A/S,Denmark,2950,Vedbaek,,https://www.ferropermoptics.com,Hall 3.0 - Stand 329,https://www.optatec-messe.de/en/Exhibitor-Index/58744-ferroperm-optics-a%252Fs,info@ferropermoptics.com,+45 45890392,Optical components
Exhibitor,FHR Anlagenbau GmbH,Germany,01458,Ottendorf-Okrilla,,https://www.fhr.biz,Hall 3.0 - Stand 307-2,https://www.optatec-messe.de/en/Exhibitor-Index/46956-fhr-anlagenbau-gmbh,postbox@fhr.de,+49 35205 520-0,"Manufacturing systems, Optical components"
Exhibitor,fiberware GmbH,Germany,09648,Mittweida,,https://www.fiberware.de,Hall 3.0 - Stand 606,https://www.optatec-messe.de/en/Exhibitor-Index/56684-fiberware-gmbh,sales@fiberware.de,+49 3727 959250,"Fibre optics / light guides, Optical components"
Exhibitor,Fives Landis Ltd -,Großbritannien und Nordirland,MK42 7JE,Kempston,,,Hall 3.0 - Stand 317,,,,
Exhibitor,FLP Microfinishing GmbH,Germany,06780,Zörbig,,https://www.flp-microfinishing.de,Hall 3.0 - Stand 405,https://www.optatec-messe.de/en/Exhibitor-Index/98102-flp-microfinishing-gmbh,info@flp-microfinishing.de,+49 34956 397-0,FLP Microfinishing GmbH
Exhibitor,"Foctek Photonics, Inc.",China,350100,"Fuzhou, Fujian",,https://www.foctek.net,Hall 3.0 - Stand 704,https://www.optatec-messe.de/en/Exhibitor-Index/83286-foctek-photonics--inc,sales@foctek.com,+86 9138266618,"Foctek Photonics, Inc."
Exhibitor,Fraunhofer ISIT,Deutschland,25524,Itzehoe,,,Hall 3.0 - Stand 116,,,,
Exhibitor,Fraunhofer-Institut für Lasertechnik ILT,Germany,52074,Aachen,,https://www.ilt.fraunhofer.de,Hall 3.0 - Stand 219,https://www.optatec-messe.de/en/Exhibitor-Index/86898-fraunhofer-institut-fuer-lasertechnik-ilt,info@ilt.fraunhofer.de,+49 241 8906-581,"Fibre optics / light guides, Manufacturing systems, Optical components"
Exhibitor,FresnelX,France,33610,Cestas,,https://www.fresnelx.com,Hall 3.0 - Stand 306-1,https://www.optatec-messe.de/en/Exhibitor-Index/98118-fresnelx,david.batte@scoptique.com,0033614280583,Optical components
Exhibitor,"FU ZHOU XK PHOTONICS CO.,LTD",China,350102,FUZHOU,,https://www.xkpho.com,Hall 3.0 - Stand 202,https://www.optatec-messe.de/en/Exhibitor-Index/88198-fu-zhou-xk-photonics-co--ltd,kastonn@163.com,+89 189 0024 4686,"FU ZHOU XK PHOTONICS CO.,LTD"
Exhibitor,"Fujian Enlumen Tech Co.,Ltd.",China,350100,Fuzhou,,https://www.enlumen.net,Hall 3.0 - Stand 144,https://www.optatec-messe.de/en/Exhibitor-Index/97492-fujian-enlumen-tech-co--ltd,cherry.cheng@enlumen.net,+86 15859066759,Optical components
Exhibitor,"FUJIAN FRAN OPTICS CO.,LTD.",China,350002,Fuzhou,,https://www.franoptics.com,Hall 3.0 - Stand 207,https://www.optatec-messe.de/en/Exhibitor-Index/87298-fujian-fran-optics-co--ltd,sales@franoptics.com,+86-591-83057079,"FUJIAN FRAN OPTICS CO.,LTD."
Exhibitor,"Fujian RISING EO Technologies CO.,LTD",China,35007,Fuzhou,,https://www.rising-eo.com/,Hall 3.0 - Stand 123,https://www.optatec-messe.de/en/Exhibitor-Index/97592-fujian-rising-eo-technologies-co--ltd,sales@rising-eo.com,+86 18950282034,Optical components
Exhibitor,"Fujian Z.K. Litecore Co., Ltd.",China,362700,Fuzhou,,https://www. litecore.com. cn,Hall 3.0 - Stand 206,https://www.optatec-messe.de/en/Exhibitor-Index/100110-fujian-z-k--litecore-co---ltd,djma@litecore.com.cn,+860591-87863530,"Fujian Z.K. Litecore Co., Ltd."
Exhibitor,"Fuzhou Alpha Optics Co., Ltd.",China,350008,Fuzhou,,https://www.alphaoptics.com.cn,Hall 3.0 - Stand 115,https://www.optatec-messe.de/en/Exhibitor-Index/81350-fuzhou-alpha-optics-co---ltd,sales@alphaoptics.com.cn,+86 591 8807-1539,"Fuzhou Alpha Optics Co., Ltd."
Exhibitor,Fuzhou Hundreds optics Inc.,China,350108,Fuzhou,,https://www.hundredsoptics.com,Hall 3.0 - Stand 133,https://www.optatec-messe.de/en/Exhibitor-Index/87344-fuzhou-hundreds-optics-inc,sales@100optics.com,+86-591-88263243,Fuzhou Hundreds optics Inc.
Exhibitor,Fuzhou Solid Photon Inc,China,350008,Fuzhou,,https://www.solid-photon.com,Hall 3.0 - Stand 103,https://www.optatec-messe.de/en/Exhibitor-Index/87896-fuzhou-solid-photon-inc,dong.fu@solid-photon.com,+86 591 878 86596,Fuzhou Solid Photon Inc
Exhibitor,GBneuhaus GmbH,Germany,98724,Neuhaus am Rennweg,,https://www.gbneuhaus.de,Hall 3.0 - Stand 210,https://www.optatec-messe.de/en/Exhibitor-Index/87412-gbneuhaus-gmbh,info@gbneuhaus.de,+49 3679 726030,"Manufacturing systems, Optical components"
Exhibitor,General Dynamics Mission Systems,USA,20151,VA,,https://www.gdmissionsystems.com,Hall 3.0 - Stand 201-1,https://www.optatec-messe.de/en/Exhibitor-Index/99534-general-dynamics-mission-systems,jenn.harrison@gd-ms.com,+1 480 285 9740,General Dynamics Mission Systems
Exhibitor,"Guangzhou Jinghe Optec CO.,LTD.",China,510760,Guangzhou,,https://www.joctech.com,Hall 3.0 - Stand 605,https://www.optatec-messe.de/en/Exhibitor-Index/97974-guangzhou-jinghe-optec-co--ltd,lisalee@joctech.com,+8613431003172,"Guangzhou Jinghe Optec CO.,LTD."
Exhibitor,Günter Effgen GmbH,Deutschland,55756,Herrstein,,,Hall 3.0 - Stand 406,,,,
Exhibitor,GWU-Lasertechnik GmbH,Germany,50374,Erftstadt,,https://www.gwu-lasertechnik.de,Hall 3.0 - Stand 106,https://www.optatec-messe.de/en/Exhibitor-Index/47126-gwu-lasertechnik-gmbh,info@gwu-lasertechnik.de,+49 2235 95522-0,"Laser components, Optical components, Optomechanics / optoelectronics"
Exhibitor,"Hangzhou Baiteng Elec Tech Co., Ltd",China,310018,Hangzhou,,https://,Hall 3.0 - Stand 512,https://www.optatec-messe.de/en/Exhibitor-Index/99600-hangzhou-baiteng-elec-tech-co---ltd,13911528364@163.com,86 571 86872377,Optical components
Exhibitor,"Hitronics Technologies, Inc.",China,350100,Fuzhou / Fujian,,https://www.hi-tronics.com,Hall 3.0 - Stand 609,https://www.optatec-messe.de/en/Exhibitor-Index/56522-hitronics-technologies--inc,sales@hi-tronics.com,+86 591 22193853,"Manufacturing systems, Optical components, Optomechanics / optoelectronics"
Exhibitor,Hochschule Darmstadt,Germany,64295,Darmstadt,,https://fbmn.h-da.de/obv,Hall 3.0 - Stand 622,https://www.optatec-messe.de/en/Exhibitor-Index/59866-hochschule-darmstadt,matthias.will@h-da.de,+49 6151 533 60029,Hochschule Darmstadt
Exhibitor,Hochschule Rheinmain,Germany,65428,Rüsselsheim,,https://www.hs-rm.de,Hall 3.0 - Stand 622,https://www.optatec-messe.de/en/Exhibitor-Index/59872-hochschule-rheinmain,stefan.kontermann@hs-rm.de,+49 61424546,Hochschule Rheinmain
Exhibitor,HOFBAUER,Deutschland,81245,München,,,Hall 3.0 - Stand 503,,,,
Exhibitor,holoGT s.r.o.,Slovakia,010 08,Zilina,,https://www.hologt.com,Hall 3.0 - Stand 319,https://www.optatec-messe.de/en/Exhibitor-Index/97928-hologt-s-r-o,hologt@hologt.com,+421948599011,holoGT s.r.o.
Exhibitor,Hongfeng Carbon Solutions,"Hong Kong S.A.R., China",00000,Kowloon Bay,,https://www.hongfengcarbon.com/,Hall 3.0 - Stand 135,https://www.optatec-messe.de/en/Exhibitor-Index/99158-hongfeng-carbon-solutions,richard.rogers@hongfengcarbon.com,+852 2123 1951,"Laser components, Manufacturing systems"
Exhibitor,"Hubei Gabrielle-Optech Co.,Ltd",China,443600,Yichang,,https://www.gbjgd.com,Hall 3.0 - Stand 511,https://www.optatec-messe.de/en/Exhibitor-Index/87924-hubei-gabrielle-optech-co--ltd,hwjeanne@163.com,+8607172667807,"Hubei Gabrielle-Optech Co.,Ltd"
Exhibitor,HWL Scientific Instruments GmbH,Germany,72070,Tübingen,,https://www.hwlscientific.com,Hall 3.0 - Stand 413,https://www.optatec-messe.de/en/Exhibitor-Index/97536-hwl-scientific-instruments-gmbh,info@hwlscientific.com,+49 7073 8521 812,"Manufacturing systems, Optical components, Optomechanics / optoelectronics"
Exhibitor,Hyperion Optics USA,USA,08817,Edison,,https://www.hypoptics.com,Hall 3.0 - Stand 710,https://www.optatec-messe.de/en/Exhibitor-Index/97660-hyperion-optics-usa,rfq-us@hypoptics.com,+1 9088991918,"Optical components, Optomechanics / optoelectronics"
